eventName,triggerTime,Count,RecordCnt,SeqMax,SeqMin,Biome,Block,DestructionMethod,Difficulty,Dim,FeetPosX,FeetPosY,FeetPosZ,Health,Light,Mode,Namespace,NearbyAnimals,NearbyMonsters,NearbyOther,NearbyPlayers,NearbyVillagers,PlayerBiome,PlayerGameMode,PlayerLevel,PlayerSpeed,Role,RotX,RotY,TimeOfDay,ToolItemType,Type,Variant,WorldFeature,editionType,PlacementMethod
BlockBroken,2021-02-15 15:14:39.735045,1,1,19748,19748,1,stone,0.0,PEACEFUL,0,14,62,-2,20,15,1,minecraft,6,0,9,1,0,plains,1,0,0.282433032989502,0,50.78164672851563,84.03369140625,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:39.984386,1,1,19751,19751,1,stone,0.0,PEACEFUL,0,14,62,-2,20,15,1,minecraft,6,0,9,1,0,plains,1,0,0.0013065338134765,0,77.65707397460938,97.47134399414062,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:40.234290,1,1,19753,19753,1,stone,0.0,PEACEFUL,0,14,62,-2,20,15,1,minecraft,6,0,9,1,0,plains,1,0,7.152557373046875e-06,0,67.50408935546875,125.5413208007813,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:40.484028,1,1,19755,19755,1,stone,0.0,PEACEFUL,0,14,62,-2,20,15,1,minecraft,6,0,9,1,0,plains,1,0,0.0,0,59.44145202636719,135.6942443847656,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:40.733361,1,1,19758,19758,1,dirt,0.0,PEACEFUL,0,14,62,-2,20,15,1,minecraft,6,0,9,1,0,plains,1,0,0.0,0,49.28851318359375,145.84716796875,5000,0,3,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:41.284820,1,1,19761,19761,1,dirt,0.0,PEACEFUL,0,14,62,-3,20,15,1,minecraft,6,0,9,1,0,plains,1,0,0.3812337219715118,0,53.46914672851563,150.0278015136719,5000,0,3,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:41.535147,1,1,19763,19763,1,stone,0.0,PEACEFUL,0,14,62,-3,20,15,1,minecraft,6,0,9,1,0,plains,1,0,0.0017673877300694,0,61.53175354003906,145.548583984375,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:41.789068,1,1,19765,19765,1,dirt,0.0,PEACEFUL,0,14,62,-3,20,15,1,minecraft,6,0,9,1,0,plains,1,0,9.5367431640625e-06,0,37.64259338378906,178.3961791992188,5000,0,3,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:42.034457,1,1,19766,19766,1,stone,0.0,PEACEFUL,0,14,62,-3,20,15,1,minecraft,6,0,9,1,0,plains,1,0,0.0,0,41.52458190917969,172.125244140625,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:42.449913,1,1,19769,19769,1,stone,0.0,PEACEFUL,0,14,62,-3,20,15,1,minecraft,6,0,9,1,0,plains,1,0,0.2843418419361115,0,53.76780700683594,163.7639770507813,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:42.934866,1,1,19772,19772,1,stone,0.0,PEACEFUL,0,14,62,-3,20,15,1,minecraft,6,0,9,1,0,plains,1,0,0.2843856513500214,0,57.94844055175781,149.7290649414063,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:43.184197,1,1,19774,19774,1,stone,0.0,PEACEFUL,0,14,62,-3,20,15,1,minecraft,6,0,9,1,0,plains,1,0,0.0013239595573395,0,57.3511962890625,146.742919921875,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:43.436549,1,1,19776,19776,1,stone,0.0,PEACEFUL,0,14,62,-3,20,15,1,minecraft,6,0,9,1,0,plains,1,0,0.0,0,59.44151306152344,140.4719848632813,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:47.887132,1,1,19799,19799,1,stone,0.0,PEACEFUL,0,14,60,-4,20,15,1,minecraft,6,0,9,1,0,plains,1,0,0.5436233282089233,0,44.80943298339844,88.81149291992188,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:48.185303,1,1,19801,19801,1,stone,0.0,PEACEFUL,0,14,60,-4,20,15,1,minecraft,5,0,9,1,0,plains,1,0,0.0144078219309449,0,44.51081848144531,87.01980590820312,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:48.534768,1,1,19803,19803,1,stone,0.0,PEACEFUL,0,14,60,-4,20,15,1,minecraft,6,0,9,1,0,plains,1,0,0.3210502564907074,0,36.14958190917969,78.9571533203125,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:48.805585,1,1,19805,19805,1,stone,0.0,PEACEFUL,0,14,60,-4,20,15,1,minecraft,6,0,9,1,0,plains,1,0,0.0155842406675219,0,36.14958190917969,78.95718383789062,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:49.037475,1,1,19808,19808,1,stone,0.0,PEACEFUL,0,14,60,-4,20,15,1,minecraft,7,0,9,1,0,plains,1,0,0.001392233883962,0,29.58006286621094,51.78327941894531,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:49.309746,1,1,19809,19809,1,stone,0.0,PEACEFUL,0,14,60,-4,20,15,1,minecraft,8,0,9,1,0,plains,1,0,7.68876780057326e-05,0,31.37174987792969,50.887451171875,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:49.547111,1,1,19811,19811,1,stone,0.0,PEACEFUL,0,14,60,-4,20,15,1,minecraft,8,0,9,1,0,plains,1,0,0.0,0,37.04547119140625,53.57501220703125,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:49.785526,1,1,19812,19812,1,stone,0.0,PEACEFUL,0,14,60,-4,20,15,1,minecraft,8,0,9,1,0,plains,1,0,0.0,0,43.91360473632813,54.17222595214844,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:50.087240,1,1,19814,19814,1,stone,0.0,PEACEFUL,0,14,60,-4,20,15,1,minecraft,8,0,9,1,0,plains,1,0,0.0,0,53.17068481445313,22.51904296875,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:50.338441,1,1,19816,19816,1,stone,0.0,PEACEFUL,0,14,60,-4,20,15,1,minecraft,8,0,9,1,0,plains,1,0,0.0,0,55.55961608886719,17.74119567871094,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:50.587647,1,1,19818,19818,1,stone,0.0,PEACEFUL,0,14,60,-4,20,15,1,minecraft,8,0,9,1,0,plains,1,0,0.0,0,53.17068481445313,41.33180236816406,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:50.834720,1,1,19821,19821,1,stone,0.0,PEACEFUL,0,14,60,-4,20,15,1,minecraft,8,0,9,1,0,plains,1,0,0.0,0,44.51081848144531,20.42869567871094,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:51.085583,1,1,19824,19824,1,stone,0.0,PEACEFUL,0,14,60,-4,20,15,1,minecraft,8,0,9,1,0,plains,1,0,0.0,0,53.17068481445313,-5.8494873046875,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:51.335913,1,1,19826,19826,1,stone,0.0,PEACEFUL,0,14,60,-4,20,15,1,minecraft,8,0,9,1,0,plains,1,0,0.0,0,75.5667724609375,-0.47442626953125,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:51.634121,1,1,19831,19831,1,stone,0.0,PEACEFUL,0,14,59,-4,20,15,1,minecraft,8,0,9,1,0,plains,1,0,0.0,0,74.37234497070312,-26.75250244140625,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:51.940496,1,1,19834,19834,1,stone,0.0,PEACEFUL,0,14,58,-4,20,15,1,minecraft,8,0,9,1,0,plains,1,0,0.0,0,40.927490234375,-75.4266357421875,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:52.151274,1,1,19836,19836,1,stone,0.0,PEACEFUL,0,14,58,-4,20,15,1,minecraft,8,0,9,1,0,plains,1,0,0.0,0,-10.43417358398438,-34.51644897460938,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:52.454984,1,1,19839,19839,1,stone,0.0,PEACEFUL,0,14,58,-4,20,15,1,minecraft,8,0,9,1,0,plains,1,0,0.0,0,-8.642486572265625,-11.82177734375,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:52.701313,1,1,19841,19841,1,stone,0.0,PEACEFUL,0,14,58,-4,20,15,1,minecraft,8,0,9,1,0,plains,1,0,0.0,0,-2.37158203125,-53.9263916015625,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:52.957631,1,1,19843,19843,1,stone,0.0,PEACEFUL,0,14,58,-4,20,15,1,minecraft,8,0,9,1,0,plains,1,0,0.0,0,3.600738525390625,-107.9756164550781,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:53.213942,1,1,19845,19845,1,stone,0.0,PEACEFUL,0,14,58,-4,20,15,1,minecraft,8,0,9,1,0,plains,1,0,0.0,0,4.49658203125,-122.3091125488281,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:53.504921,1,1,19847,19847,1,stone,0.0,PEACEFUL,0,14,58,-4,20,15,1,minecraft,8,0,9,1,0,plains,1,0,0.0,0,6.885513305664063,-158.4414367675781,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:53.774201,1,1,19848,19848,1,stone,0.0,PEACEFUL,0,14,58,-4,20,15,1,minecraft,8,0,9,1,0,plains,1,0,0.0,0,7.482742309570313,166.6206970214844,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:54.004679,1,1,19850,19850,1,stone,0.0,PEACEFUL,0,14,58,-4,20,15,1,minecraft,8,0,9,1,0,plains,1,0,0.0,0,8.079971313476562,130.1897277832031,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:54.262991,1,1,19851,19851,1,stone,0.0,PEACEFUL,0,14,58,-4,20,15,1,minecraft,8,0,9,1,0,plains,1,0,0.0,0,9.57305908203125,82.71005249023438,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:54.516301,1,1,19853,19853,1,stone,0.0,PEACEFUL,0,14,58,-4,20,15,1,minecraft,8,0,9,1,0,plains,1,0,0.0,0,11.36474609375,68.3765869140625,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:54.765643,1,1,19854,19854,1,stone,0.0,PEACEFUL,0,14,58,-4,20,15,1,minecraft,8,0,9,1,0,plains,1,0,0.0,0,20.62181091308594,152.8844909667969,5000,0,1,3.0,0,pocket,
BlockBroken,2021-02-15 15:14:55.008984,1,1,19856,19856,1,stone,0.0,PEACEFUL,0,14,58,-4,20,15,1,minecraft,8,0,9,1,0,plains,1,0,0.0,0,21.51766967773438,161.2456970214844,5000,0,1,3.0,0,pocket,
BlockBroken,2021-02-15 15:14:55.266827,1,1,19858,19858,1,stone,0.0,PEACEFUL,0,14,58,-4,20,15,1,minecraft,8,0,9,1,0,plains,1,0,0.0,0,26.5941162109375,-173.073486328125,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:55.550069,1,1,19860,19860,1,stone,0.0,PEACEFUL,0,14,58,-4,20,15,1,minecraft,8,0,9,1,0,plains,1,0,0.0,0,24.2052001953125,-177.2540588378906,5000,0,1,3.0,0,pocket,
BlockBroken,2021-02-15 15:14:55.814911,1,1,19862,19862,1,stone,0.0,PEACEFUL,0,14,58,-4,20,15,1,minecraft,8,0,9,1,0,plains,1,0,0.0,0,28.38578796386719,160.6484985351563,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:56.044826,1,1,19864,19864,1,stone,0.0,PEACEFUL,0,14,58,-4,20,15,1,minecraft,8,0,9,1,0,plains,1,0,0.0,0,32.56637573242188,141.8357543945313,5000,0,1,3.0,0,pocket,
BlockBroken,2021-02-15 15:14:56.303135,1,1,19866,19866,1,stone,0.0,PEACEFUL,0,14,58,-4,20,15,1,minecraft,8,0,9,1,0,plains,1,0,0.0,0,30.17745971679688,90.17547607421876,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:56.560447,1,1,19868,19868,1,stone,0.0,PEACEFUL,0,14,58,-4,20,15,1,minecraft,8,0,9,1,0,plains,1,0,0.0,0,33.76084899902344,73.45309448242188,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:56.821760,1,1,19869,19869,1,stone,0.0,PEACEFUL,0,14,58,-4,20,15,1,minecraft,8,0,9,1,0,plains,1,0,0.0,0,23.30934143066406,109.58544921875,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:57.105213,1,1,19871,19871,1,stone,0.0,PEACEFUL,0,14,58,-4,20,15,1,minecraft,8,0,9,1,0,plains,1,0,0.0,0,24.50381469726563,123.0231323242188,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:57.349191,1,1,19873,19873,1,stone,0.0,PEACEFUL,0,14,58,-4,20,15,1,minecraft,8,0,9,1,0,plains,1,0,0.0,0,23.60797119140625,132.2801513671875,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:58.585781,1,1,19875,19875,1,stone,0.0,PEACEFUL,0,14,58,-4,20,15,1,minecraft,7,0,9,1,0,plains,1,0,0.0,0,47.19847106933594,34.03590393066406,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:58.830064,1,1,19877,19877,1,stone,0.0,PEACEFUL,0,14,58,-4,20,15,1,minecraft,7,0,9,1,0,plains,1,0,0.0,0,47.79571533203125,11.34109497070313,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:59.079409,1,1,19879,19879,1,stone,0.0,PEACEFUL,0,14,58,-4,20,15,1,minecraft,7,0,9,1,0,plains,1,0,0.0,0,44.51092529296875,-28.97189331054688,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:59.342989,1,1,19882,19882,1,stone,0.0,PEACEFUL,0,14,58,-4,20,15,1,minecraft,7,0,9,1,0,plains,1,0,0.0,0,29.87876892089844,-40.0206298828125,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:59.596823,1,1,19883,19883,1,stone,0.0,PEACEFUL,0,14,58,-4,20,15,1,minecraft,7,0,9,1,0,plains,1,0,0.0,0,24.20509338378906,-11.3536376953125,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:14:59.850146,1,1,19886,19886,1,stone,0.0,PEACEFUL,0,14,58,-4,20,15,1,minecraft,7,0,9,1,0,plains,1,0,0.0,0,22.71202087402344,25.07731628417969,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:15:00.109451,1,1,19889,19889,1,stone,0.0,PEACEFUL,0,14,58,-4,20,15,1,minecraft,7,0,9,1,0,plains,1,0,0.0,0,22.71202087402344,31.34825134277344,5000,0,1,0.0,0,pocket,
BlockBroken,2021-02-15 15:15:24.936917,1,1,20266,20266,1,sand,0.0,PEACEFUL,0,15,64,14,20,15,1,minecraft,7,0,8,1,0,plains,1,0,0.3830501139163971,0,56.45526123046875,-5.5103759765625,5000,0,12,0.0,0,pocket,
BlockBroken,2021-02-15 15:15:25.595575,1,1,20272,20272,1,sand,0.0,PEACEFUL,0,15,64,15,20,15,1,minecraft,7,0,8,1,0,plains,1,0,0.349678248167038,0,56.45526123046875,-26.7120361328125,5000,0,12,0.0,0,pocket,
